Data;Ref Venda;Ref Cliente;Nome do Cliente;E-Mail;Telemóvel;Ref Produto;Nome do Produto;Qt;Preço Produto c/IVA;Tipo;Categoria;Subcategoria;Marca;Pagamento;Total Compra c/IVA;Desconto
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
;;Cliente_0035;Nome_Fictício_0035;cliente0035@exemplo.pt;;;;;;;;;;;;
